polarity;category;term_target;start_end;sentence;cleaned_sentence;parsed_sentence;parsed_sentence_list;Spacy_parsed_list
880;positive;SERVICE#GENERAL;waiters;32:39;The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.;atmosphere noisy waiters literally walking around things fast;[(('fast', 'JJ'), 'nsubj', ('atmosphere', 'NN')), (('atmosphere', 'NN'), 'det', ('The', 'DT')), (('fast', 'JJ'), 'cop', ('is', 'VBZ')), (('fast', 'JJ'), 'advmod', ('noisy', 'RB')), (('fast', 'JJ'), 'dep', ('walking', 'VBG')), (('walking', 'VBG'), 'cc', ('and', 'CC')), (('walking', 'VBG'), 'nsubj', ('waiters', 'NNS')), (('waiters', 'NNS'), 'det', ('the', 'DT')), (('walking', 'VBG'), 'aux', ('are', 'VBP')), (('walking', 'VBG'), 'advmod', ('literally', 'RB')), (('walking', 'VBG'), 'advcl', ('doing', 'VBG')), (('doing', 'VBG'), 'mark', ('around', 'IN')), (('doing', 'VBG'), 'dobj', ('things', 'NNS')), (('fast', 'JJ'), 'advmod', ('as', 'RB')), (('fast', 'JJ'), 'dep', ('can', 'MD')), (('can', 'MD'), 'mark', ('as', 'IN')), (('can', 'MD'), 'nsubj', ('they', 'PRP'))];waiters walking the;waiters walking the
881;positive;DRINKS#STYLE_OPTIONS;wine list;4:13;The wine list is extensive and impressive.;wine list extensive impressive;[(('extensive', 'JJ'), 'nsubj', ('list', 'NN')), (('list', 'NN'), 'det', ('The', 'DT')), (('list', 'NN'), 'compound', ('wine', 'NN')), (('extensive', 'JJ'), 'cop', ('is', 'VBZ')), (('extensive', 'JJ'), 'cc', ('and', 'CC')), (('extensive', 'JJ'), 'conj', ('impressive', 'JJ'))];wine list list extensive the wine;wine list list is the wine
882;positive;FOOD#QUALITY;dish;5:9;This dish is my favorite and I always get it when I go there and never get tired of it.;dish favorite always get go never get tired;[(('favorite', 'NN'), 'nsubj', ('dish', 'NN')), (('dish', 'NN'), 'det', ('This', 'DT')), (('favorite', 'NN'), 'cop', ('is', 'VBZ')), (('favorite', 'NN'), 'nmod:poss', ('my', 'PRP$')), (('favorite', 'NN'), 'cc', ('and', 'CC')), (('favorite', 'NN'), 'conj', ('get', 'VB')), (('get', 'VB'), 'nsubj', ('I', 'PRP')), (('get', 'VB'), 'advmod', ('always', 'RB')), (('get', 'VB'), 'dobj', ('it', 'PRP')), (('get', 'VB'), 'advcl', ('go', 'VBP')), (('go', 'VBP'), 'advmod', ('when', 'WRB')), (('go', 'VBP'), 'nsubj', ('I', 'PRP')), (('go', 'VBP'), 'advmod', ('there', 'RB')), (('get', 'VB'), 'cc', ('and', 'CC')), (('get', 'VB'), 'conj', ('get', 'VB')), (('get', 'VB'), 'neg', ('never', 'RB')), (('get', 'VB'), 'dobj', ('tired', 'JJ')), (('tired', 'JJ'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('of', 'IN'))];dish favorite this;dish is this
883;negative;SERVICE#GENERAL;waiters;6:13;Also, waiters try to push more food on you, like suggest things as if they are complimentary when they actually cost $.;also waiters try push food like suggest things complimentary actually cost;[(('try', 'VBP'), 'advmod', ('Also', 'RB')), (('try', 'VBP'), 'advmod', ('waiters', 'RB')), (('try', 'VBP'), 'xcomp', ('push', 'VB')), (('push', 'VB'), 'mark', ('to', 'TO')), (('push', 'VB'), 'dobj', ('food', 'NN')), (('food', 'NN'), 'amod', ('more', 'JJR')), (('push', 'VB'), 'nmod', ('you', 'PRP')), (('you', 'PRP'), 'case', ('on', 'IN')), (('try', 'VBP'), 'dep', ('suggest', 'VBP')), (('suggest', 'VBP'), 'mark', ('like', 'IN')), (('suggest', 'VBP'), 'dobj', ('things', 'NNS')), (('suggest', 'VBP'), 'advcl', ('complimentary', 'JJ')), (('complimentary', 'JJ'), 'mark', ('as', 'RB')), (('as', 'RB'), 'mwe', ('if', 'IN')), (('complimentary', 'JJ'), 'nsubj', ('they', 'PRP')), (('complimentary', 'JJ'), 'cop', ('are', 'VBP')), (('complimentary', 'JJ'), 'ccomp', ('cost', 'VBD')), (('cost', 'VBD'), 'advmod', ('when', 'WRB')), (('cost', 'VBD'), 'nsubj', ('they', 'PRP')), (('cost', 'VBD'), 'advmod', ('actually', 'RB'))];waiters try;waiters try
884;positive;FOOD#STYLE_OPTIONS;hot dog;9:16;Here the hot dog is elevated to the level of a real entree with numerous variations available.;hot dog elevated level real entree numerous variations available;[(('dog', 'NN'), 'dep', ('Here', 'RB')), (('dog', 'NN'), 'det', ('the', 'DT')), (('dog', 'NN'), 'amod', ('hot', 'JJ')), (('dog', 'NN'), 'acl:relcl', ('available', 'JJ')), (('available', 'JJ'), 'cop', ('is', 'VBZ')), (('available', 'JJ'), 'advmod', ('elevated', 'RB')), (('elevated', 'RB'), 'nmod', ('level', 'NN')), (('level', 'NN'), 'case', ('to', 'TO')), (('level', 'NN'), 'det', ('the', 'DT')), (('level', 'NN'), 'nmod', ('entree', 'NN')), (('entree', 'NN'), 'case', ('of', 'IN')), (('entree', 'NN'), 'det', ('a', 'DT')), (('entree', 'NN'), 'amod', ('real', 'JJ')), (('entree', 'NN'), 'nmod', ('variations', 'NNS')), (('variations', 'NNS'), 'case', ('with', 'IN')), (('variations', 'NNS'), 'amod', ('numerous', 'JJ'))];hot dog dog here the hot available;hot dog dog elevated the hot
885;negative;RESTAURANT#GENERAL;palce;12:17;How is this palce still open?;palce still open;[(('open', 'JJ'), 'advmod', ('How', 'WRB')), (('open', 'JJ'), 'cop', ('is', 'VBZ')), (('open', 'JJ'), 'nsubj', ('palce', 'NN')), (('palce', 'NN'), 'det', ('this', 'DT')), (('open', 'JJ'), 'advmod', ('still', 'RB'))];palce open this;palce is this
886;positive;FOOD#QUALITY;Food;0:4;Food is great and inexpensive.;food great inexpensive;[(('great', 'JJ'), 'nsubj', ('Food', 'NNP')), (('great', 'JJ'), 'cop', ('is', 'VBZ')), (('great', 'JJ'), 'cc', ('and', 'CC')), (('great', 'JJ'), 'conj', ('inexpensive', 'JJ'))];food great;food is
887;positive;RESTAURANT#PRICES;Suan;126:130;Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.;location good fact hutner college near prices reasonable makes students go back suan;[(('good', 'JJ'), 'nsubj', ('location', 'NN')), (('location', 'NN'), 'nmod:poss', ('Its', 'PRP$')), (('good', 'JJ'), 'cop', ('is', 'VBZ')), (('good', 'JJ'), 'cc', ('and', 'CC')), (('good', 'JJ'), 'conj', ('makes', 'VBZ')), (('makes', 'VBZ'), 'nsubj', ('fact', 'NN')), (('fact', 'NN'), 'det', ('the', 'DT')), (('fact', 'NN'), 'dep', ('near', 'JJ')), (('near', 'JJ'), 'mark', ('that', 'IN')), (('near', 'JJ'), 'nsubj', ('College', 'NNP')), (('College', 'NNP'), 'compound', ('Hutner', 'NNP')), (('near', 'JJ'), 'cop', ('is', 'VBZ')), (('near', 'JJ'), 'cc', ('and', 'CC')), (('near', 'JJ'), 'conj', ('reasonable', 'JJ')), (('reasonable', 'JJ'), 'nsubj', ('prices', 'NNS')), (('prices', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('reasonable', 'JJ'), 'cop', ('are', 'VBP')), (('reasonable', 'JJ'), 'advmod', ('very', 'RB')), (('makes', 'VBZ'), 'ccomp', ('go', 'VBP')), (('go', 'VBP'), 'nsubj', ('students', 'NNS')), (('go', 'VBP'), 'advmod', ('back', 'RB')), (('go', 'VBP'), 'nmod', ('Suan', 'NNP')), (('Suan', 'NNP'), 'case', ('to', 'TO')), (('go', 'VBP'), 'advmod', ('again', 'RB')), (('again', 'RB'), 'cc', ('and', 'CC')), (('again', 'RB'), 'conj', ('again', 'RB'))];suan go to;suan to
888;positive;FOOD#QUALITY;japanese comfort food;48:69;it's the only place you can get yummy authentic japanese comfort food.;place get yummy authentic japanese comfort food;[(('place', 'NN'), 'nsubj', ('it', 'PRP')), (('place', 'NN'), 'cop', ('s', 'VBZ')), (('place', 'NN'), 'det', ('the', 'DT')), (('place', 'NN'), 'amod', ('only', 'JJ')), (('place', 'NN'), 'acl:relcl', ('get', 'VB')), (('get', 'VB'), 'nsubj', ('you', 'PRP')), (('get', 'VB'), 'aux', ('can', 'MD')), (('get', 'VB'), 'dobj', ('food', 'NN')), (('food', 'NN'), 'amod', ('yummy', 'JJ')), (('food', 'NN'), 'amod', ('authentic', 'JJ')), (('food', 'NN'), 'compound', ('japanese', 'NN')), (('food', 'NN'), 'compound', ('comfort', 'NN'))];japanese food comfort food food get yummy authentic japanese comfort;japanese food comfort food food get yummy authentic japanese comfort
889;negative;FOOD#PRICES;sandwiches;10:20;Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.;also sandwiches nearing didn come anything like chips side;[(('t', 'NN'), 'dep', ('Also', 'RB')), (('t', 'NN'), 'det', ('the', 'DT')), (('t', 'NN'), 'amod', ('sandwiches', 'JJ')), (('t', 'NN'), 'amod', ('nearing', 'JJ')), (('t', 'NN'), 'compound', ('didn', 'NN')), (('t', 'NN'), 'acl', ('come', 'VBN')), (('come', 'VBN'), 'nmod', ('anything', 'NN')), (('anything', 'NN'), 'case', ('with', 'IN')), (('come', 'VBN'), 'nmod', ('chips', 'NNS')), (('chips', 'NNS'), 'case', ('like', 'IN')), (('chips', 'NNS'), 'cc', ('or', 'CC')), (('chips', 'NNS'), 'conj', ('side', 'NN')), (('side', 'NN'), 'det', ('a', 'DT'))];sandwiches t;sandwiches come the nearing
890;positive;SERVICE#GENERAL;servers;12:19;Most of the servers are very attentive, friendly and quite attractive.;servers attentive friendly quite attractive;[(('friendly', 'JJ'), 'nsubj', ('Most', 'JJS')), (('Most', 'JJS'), 'nmod', ('servers', 'NNS')), (('servers', 'NNS'), 'case', ('of', 'IN')), (('servers', 'NNS'), 'det', ('the', 'DT')), (('friendly', 'JJ'), 'cop', ('are', 'VBP')), (('friendly', 'JJ'), 'advmod', ('very', 'RB')), (('friendly', 'JJ'), 'amod', ('attentive', 'JJ')), (('friendly', 'JJ'), 'cc', ('and', 'CC')), (('friendly', 'JJ'), 'conj', ('attractive', 'JJ')), (('attractive', 'JJ'), 'advmod', ('quite', 'RB'))];servers most of the;servers of the
891;negative;FOOD#STYLE_OPTIONS;dishes;49:55;"This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.";restaurant vegetarian no meat dishes whatsoever;[(('VEGETARIAN', 'NNP'), 'nsubj', ('restaurant', 'NN')), (('restaurant', 'NN'), 'det', ('This', 'DT')), (('VEGETARIAN', 'NNP'), 'cop', ('is', 'VBZ')), (('VEGETARIAN', 'NNP'), 'acl:relcl', ('are', 'VBP')), (('are', 'VBP'), 'expl', ('there', 'EX')), (('are', 'VBP'), 'nsubj', ('dishes', 'NNS')), (('dishes', 'NNS'), 'neg', ('NO', 'DT')), (('dishes', 'NNS'), 'amod', ('MEAT', 'JJ')), (('are', 'VBP'), 'advmod', ('whatsoever', 'RB'))];dishes are no meat;dishes are no meat
892;positive;FOOD#QUALITY;pizza;6:11;Great pizza for lunch place.;great pizza lunch place;[(('pizza', 'NN'), 'amod', ('Great', 'JJ')), (('pizza', 'NN'), 'nmod', ('place', 'NN')), (('place', 'NN'), 'case', ('for', 'IN')), (('place', 'NN'), 'compound', ('lunch', 'NN'))];pizza great place;pizza pizza great for
893;positive;FOOD#QUALITY;food;82:86;Though it's been crowded most times I've gone here, Bark always delivers on their food.;though crowded times gone bark always delivers food;[(('delivers', 'VBZ'), 'advcl', ('crowded', 'VBN')), (('crowded', 'VBN'), 'mark', ('Though', 'IN')), (('crowded', 'VBN'), 'nsubjpass', ('it', 'PRP')), (('crowded', 'VBN'), 'auxpass', ('s', 'VBZ')), (('crowded', 'VBN'), 'auxpass', ('been', 'VBN')), (('crowded', 'VBN'), 'dobj', ('times', 'NNS')), (('times', 'NNS'), 'amod', ('most', 'JJS')), (('delivers', 'VBZ'), 'parataxis', ('ve', 'VBP')), (('ve', 'VBP'), 'nsubj', ('I', 'PRP')), (('ve', 'VBP'), 'dep', ('gone', 'VBN')), (('gone', 'VBN'), 'advmod', ('here', 'RB')), (('delivers', 'VBZ'), 'nsubj', ('Bark', 'NNP')), (('delivers', 'VBZ'), 'advmod', ('always', 'RB')), (('delivers', 'VBZ'), 'nmod', ('food', 'NN')), (('food', 'NN'), 'case', ('on', 'IN')), (('food', 'NN'), 'nmod:poss', ('their', 'PRP$'))];food delivers on their;food on their
894;positive;SERVICE#GENERAL;service;80:87;Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.;although tables may closely situated candle light food quality service overcompensate;[(('situated', 'VBN'), 'mark', ('Although', 'IN')), (('situated', 'VBN'), 'nsubjpass', ('tables', 'NNS')), (('tables', 'NNS'), 'det', ('the', 'DT')), (('situated', 'VBN'), 'aux', ('may', 'MD')), (('situated', 'VBN'), 'auxpass', ('be', 'VB')), (('situated', 'VBN'), 'advmod', ('closely', 'RB')), (('situated', 'VBN'), 'dobj', ('quality', 'NN')), (('quality', 'NN'), 'det', ('the', 'DT')), (('quality', 'NN'), 'amod', ('candle', 'JJ')), (('quality', 'NN'), 'amod', ('light', 'JJ')), (('quality', 'NN'), 'compound', ('food', 'NN')), (('quality', 'NN'), 'cc', ('and', 'CC')), (('quality', 'NN'), 'conj', ('overcompensate', 'NN')), (('overcompensate', 'NN'), 'compound', ('service', 'NN'))];service overcompensate;service quality
895;negative;FOOD#QUALITY;bread;4:9;The bread was stale, the salad was overpriced and empty.;bread stale salad overpriced empty;[(('stale', 'JJ'), 'nsubj', ('bread', 'NN')), (('bread', 'NN'), 'det', ('The', 'DT')), (('stale', 'JJ'), 'cop', ('was', 'VBD')), (('stale', 'JJ'), 'ccomp', ('overpriced', 'JJ')), (('overpriced', 'JJ'), 'nsubj', ('salad', 'NN')), (('salad', 'NN'), 'det', ('the', 'DT')), (('overpriced', 'JJ'), 'cop', ('was', 'VBD')), (('overpriced', 'JJ'), 'cc', ('and', 'CC')), (('overpriced', 'JJ'), 'conj', ('empty', 'JJ'))];bread stale the;bread stale the
896;positive;FOOD#STYLE_OPTIONS;food;4:8;The food is flavorful, plentiful and reasonably priced.;food flavorful plentiful reasonably priced;[(('plentiful', 'JJ'), 'nsubjpass', ('food', 'NN')), (('food', 'NN'), 'det', ('The', 'DT')), (('plentiful', 'JJ'), 'auxpass', ('is', 'VBZ')), (('plentiful', 'JJ'), 'amod', ('flavorful', 'JJ')), (('plentiful', 'JJ'), 'cc', ('and', 'CC')), (('plentiful', 'JJ'), 'conj', ('priced', 'VBN')), (('priced', 'VBN'), 'advmod', ('reasonably', 'RB'))];food plentiful the;food is the
897;negative;FOOD#STYLE_OPTIONS;menu;27:31;Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.;despite slightly limited menu everything prepared done perfection ultra fresh work food art;[(('done', 'VBN'), 'nmod', ('everything', 'NN')), (('everything', 'NN'), 'case', ('Despite', 'IN')), (('everything', 'NN'), 'det', ('a', 'DT')), (('everything', 'NN'), 'amod', ('limited', 'JJ')), (('limited', 'JJ'), 'advmod', ('slightly', 'RB')), (('everything', 'NN'), 'compound', ('menu', 'NN')), (('everything', 'NN'), 'amod', ('prepared', 'JJ')), (('done', 'VBN'), 'auxpass', ('is', 'VBZ')), (('done', 'VBN'), 'nmod', ('ultra', 'NN')), (('ultra', 'NN'), 'case', ('to', 'TO')), (('ultra', 'NN'), 'compound', ('perfection', 'NN')), (('done', 'VBN'), 'nsubjpass', ('work', 'NN')), (('work', 'NN'), 'amod', ('fresh', 'JJ')), (('fresh', 'JJ'), 'cc', ('and', 'CC')), (('fresh', 'JJ'), 'conj', ('a', 'DT')), (('work', 'NN'), 'nmod', ('art', 'NN')), (('art', 'NN'), 'case', ('of', 'IN')), (('art', 'NN'), 'compound', ('food', 'NN'))];menu everything;menu despite a limited prepared
898;neutral;FOOD#STYLE_OPTIONS;menu;4:8;The menu is fairly simple without much descriptions. ;menu fairly simple without much descriptions;[(('simple', 'JJ'), 'nsubj', ('menu', 'NN')), (('menu', 'NN'), 'det', ('The', 'DT')), (('simple', 'JJ'), 'cop', ('is', 'VBZ')), (('simple', 'JJ'), 'advmod', ('fairly', 'RB')), (('simple', 'JJ'), 'nmod', ('descriptions', 'NNS')), (('descriptions', 'NNS'), 'case', ('without', 'IN')), (('descriptions', 'NNS'), 'amod', ('much', 'JJ'))];menu simple the;menu is the
899;positive;FOOD#STYLE_OPTIONS;portions;91:99;The service is excellent, the decor is great, and the food is delicious and comes in large portions.;service excellent decor great food delicious comes large portions;[(('excellent', 'JJ'), 'nsubj', ('service', 'NN')), (('service', 'NN'), 'det', ('The', 'DT')), (('excellent', 'JJ'), 'cop', ('is', 'VBZ')), (('excellent', 'JJ'), 'ccomp', ('great', 'JJ')), (('great', 'JJ'), 'nsubj', ('decor', 'NN')), (('decor', 'NN'), 'det', ('the', 'DT')), (('great', 'JJ'), 'cop', ('is', 'VBZ')), (('great', 'JJ'), 'cc', ('and', 'CC')), (('great', 'JJ'), 'conj', ('delicious', 'JJ')), (('delicious', 'JJ'), 'nsubj', ('food', 'NN')), (('food', 'NN'), 'det', ('the', 'DT')), (('delicious', 'JJ'), 'cop', ('is', 'VBZ')), (('delicious', 'JJ'), 'cc', ('and', 'CC')), (('delicious', 'JJ'), 'conj', ('comes', 'VBZ')), (('comes', 'VBZ'), 'nmod', ('portions', 'NNS')), (('portions', 'NNS'), 'case', ('in', 'IN')), (('portions', 'NNS'), 'amod', ('large', 'JJ'))];portions comes in large;portions in large
900;negative;FOOD#PRICES;lunch buffet;4:16;The lunch buffet is expensive but is deff worth it.;lunch buffet expensive but deff worth;[(('expensive', 'JJ'), 'nsubj', ('buffet', 'NN')), (('buffet', 'NN'), 'det', ('The', 'DT')), (('buffet', 'NN'), 'compound', ('lunch', 'NN')), (('expensive', 'JJ'), 'cop', ('is', 'VBZ')), (('expensive', 'JJ'), 'cc', ('but', 'CC')), (('expensive', 'JJ'), 'conj', ('deff', 'VBN')), (('deff', 'VBN'), 'auxpass', ('is', 'VBZ')), (('deff', 'VBN'), 'nmod', ('it', 'PRP')), (('it', 'PRP'), 'case', ('worth', 'IN'))];lunch buffet buffet expensive the lunch;lunch buffet buffet is the lunch
901;positive;FOOD#QUALITY;dishes;62:68;The food was average or above including some surprising tasty dishes.;food average including surprising tasty dishes;[(('average', 'JJ'), 'nsubj', ('food', 'NN')), (('food', 'NN'), 'det', ('The', 'DT')), (('average', 'JJ'), 'cop', ('was', 'VBD')), (('average', 'JJ'), 'cc', ('or', 'CC')), (('average', 'JJ'), 'conj', ('above', 'JJ')), (('average', 'JJ'), 'nmod', ('dishes', 'NNS')), (('dishes', 'NNS'), 'case', ('including', 'VBG')), (('dishes', 'NNS'), 'det', ('some', 'DT')), (('dishes', 'NNS'), 'amod', ('tasty', 'JJ')), (('tasty', 'JJ'), 'amod', ('surprising', 'JJ'))];dishes average including some tasty;dishes including some surprising tasty
902;positive;FOOD#QUALITY;food;48:52;Go to Volare for 1st class service and terrific food.;go volare st class service terrific food;[(('Go', 'VB'), 'xcomp', ('Volare', 'VB')), (('Volare', 'VB'), 'mark', ('to', 'TO')), (('Volare', 'VB'), 'nmod', ('service', 'NN')), (('service', 'NN'), 'case', ('for', 'IN')), (('service', 'NN'), 'compound', ('st', 'NN')), (('service', 'NN'), 'compound', ('class', 'NN')), (('service', 'NN'), 'cc', ('and', 'CC')), (('service', 'NN'), 'conj', ('food', 'NN')), (('food', 'NN'), 'amod', ('terrific', 'JJ'))];food service terrific;food service terrific
903;positive;AMBIENCE#GENERAL;Dining Garden;105:118;I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!;also amazed new additions past years new jazz bar fantastic dining garden best thin crust pizzas lasagna menu die not average lasagnas;[(('amazed', 'VBN'), 'nsubjpass', ('I', 'PRP')), (('amazed', 'VBN'), 'aux', ('ve', 'VBP')), (('amazed', 'VBN'), 'advmod', ('also', 'RB')), (('amazed', 'VBN'), 'auxpass', ('been', 'VBN')), (('amazed', 'VBN'), 'nmod', ('additions', 'NNS')), (('additions', 'NNS'), 'case', ('at', 'IN')), (('additions', 'NNS'), 'det:predet', ('all', 'PDT')), (('additions', 'NNS'), 'det', ('the', 'DT')), (('additions', 'NNS'), 'amod', ('new', 'JJ')), (('additions', 'NNS'), 'nmod', ('years', 'NNS')), (('years', 'NNS'), 'case', ('in', 'IN')), (('years', 'NNS'), 'det', ('the', 'DT')), (('years', 'NNS'), 'amod', ('past', 'JJ')), (('years', 'NNS'), 'amod', ('few', 'JJ')), (('amazed', 'VBN'), 'dobj', ('Jazz', 'NN')), (('Jazz', 'NN'), 'det', ('A', 'DT')), (('Jazz', 'NN'), 'amod', ('new', 'JJ')), (('Jazz', 'NN'), 'dep', ('Bar', 'VB')), (('Bar', 'VB'), 'xcomp', ('Pizzas', 'NNP')), (('Pizzas', 'NNP'), 'nsubj', ('Garden', 'NNP')), (('Garden', 'NNP'), 'det', ('the', 'DT')), (('Garden', 'NNP'), 'amod', ('fantastic', 'JJ')), (('fantastic', 'JJ'), 'advmod', ('most', 'RBS')), (('Garden', 'NNP'), 'compound', ('Dining', 'NNP')), (('Pizzas', 'NNP'), 'det', ('the', 'DT')), (('Pizzas', 'NNP'), 'compound', ('Best', 'NNP')), (('Pizzas', 'NNP'), 'compound', ('Thin', 'NNP')), (('Pizzas', 'NNP'), 'compound', ('Crust', 'NNP')), (('Jazz', 'NN'), 'cc', ('and', 'CC')), (('Jazz', 'NN'), 'advmod', ('now', 'RB')), (('Jazz', 'NN'), 'dep', ('Menu', 'NNP')), (('Menu', 'NNP'), 'det', ('a', 'DT')), (('Menu', 'NNP'), 'compound', ('Lasagna', 'NNP')), (('Menu', 'NNP'), 'acl:relcl', ('is', 'VBZ')), (('is', 'VBZ'), 'nsubj', ('which', 'WDT')), (('is', 'VBZ'), 'xcomp', ('die', 'VB')), (('die', 'VB'), 'mark', ('to', 'TO')), (('die', 'VB'), 'advcl', ('lasagnas', 'NNS')), (('lasagnas', 'NNS'), 'mark', ('for', 'IN')), (('lasagnas', 'NNS'), 'nsubj', ('these', 'DT')), (('lasagnas', 'NNS'), 'cop', ('are', 'VBP')), (('lasagnas', 'NNS'), 'neg', ('not', 'RB')), (('lasagnas', 'NNS'), 'nmod:poss', ('your', 'PRP$')), (('lasagnas', 'NNS'), 'amod', ('average', 'JJ'))];dining garden garden pizzas the fantastic dining;dining garden garden bar the fantastic dining
904;positive;FOOD#STYLE_OPTIONS;Steak Tartare;4:17;The Steak Tartare is a great bet, they fix it for you at the table.;steak tartare great bet fix table;[(('bet', 'NN'), 'nsubj', ('Tartare', 'NNP')), (('Tartare', 'NNP'), 'det', ('The', 'DT')), (('Tartare', 'NNP'), 'compound', ('Steak', 'NNP')), (('bet', 'NN'), 'cop', ('is', 'VBZ')), (('bet', 'NN'), 'det', ('a', 'DT')), (('bet', 'NN'), 'amod', ('great', 'JJ')), (('bet', 'NN'), 'acl:relcl', ('fix', 'VB')), (('fix', 'VB'), 'nsubj', ('they', 'PRP')), (('fix', 'VB'), 'dobj', ('it', 'PRP')), (('fix', 'VB'), 'nmod', ('you', 'PRP')), (('you', 'PRP'), 'case', ('for', 'IN')), (('you', 'PRP'), 'nmod', ('table', 'NN')), (('table', 'NN'), 'case', ('at', 'IN')), (('table', 'NN'), 'det', ('the', 'DT'))];steak tartare tartare bet the steak;steak tartare tartare is the steak
